Filename,PSNR,SSIM
final_10_high.jpg,27.335762987429966,0.6880178566582383
final_11_high.jpg,23.20670484408887,0.5672978873946306
final_12_high.jpg,23.066015659612997,0.6489000260716802
final_13_high.jpg,29.061404461240194,0.8205917228137345
final_14_high.jpg,24.4992798295398,0.6203512293924648
final_15_high.jpg,25.79899528742661,0.72607727903239
final_16_high.jpg,23.644679554604373,0.5070957005224995
final_17_high.jpg,23.805872506878714,0.5664321373170133
final_18_high.jpg,22.5367521296372,0.5635972251142675
final_19_high.jpg,23.13641359386463,0.40950593372381133
final_1_high.jpg,20.749548445702967,0.5548776592362329
final_20_high.jpg,25.24256906379864,0.6447717483634202
final_21_high.jpg,24.580081724791892,0.665086069418137
final_22_high.jpg,23.322215913057704,0.43135544490171945
final_23_high.jpg,23.91229361277859,0.6267634411860094
final_24_high.jpg,24.700047697030737,0.6906853146684592
final_25_high.jpg,29.691483193728565,0.690113420316201
final_26_high.jpg,30.03099923639217,0.8165089863672943
final_27_high.jpg,30.05580172677757,0.6979087512774574
final_28_high.jpg,28.300397668571094,0.6556236152346778
final_29_high.jpg,31.098550344104197,0.47312992898098466
final_2_high.jpg,23.865956814898283,0.6716116602887757
final_30_high.jpg,31.330028778913125,0.83418281685928
final_31_high.jpg,23.505958041567983,0.39850197813141525
final_32_high.jpg,24.005544250973475,0.4454458298355409
final_33_high.jpg,25.757662219566836,0.5678410230933056
final_34_high.jpg,34.07134449522619,0.8821471466302349
final_35_high.jpg,24.343899928232148,0.40446710073627173
final_36_high.jpg,27.57860376939068,0.5497155508873525
final_37_high.jpg,24.182432470623194,0.5676772957956695
final_38_high.jpg,25.43341826800549,0.640869059897263
final_39_high.jpg,24.06390094012801,0.5648225340206996
final_3_high.jpg,23.744062835161316,0.6605799092009327
final_40_high.jpg,21.795382785115635,0.5070979817685842
final_41_high.jpg,25.46615668688417,0.5039459057853802
final_42_high.jpg,23.092976878741762,0.624289460833827
final_43_high.jpg,25.194317069043635,0.45576870435464434
final_44_high.jpg,31.97942231229845,0.7426328559110562
final_45_high.jpg,28.529081423966872,0.5126992792278344
final_46_high.jpg,26.917587944068035,0.4381819117771557
final_47_high.jpg,22.835778872052458,0.3168557597441857
final_48_high.jpg,20.973954745569646,0.2587816466597827
final_49_high.jpg,24.846622978495347,0.432173676952176
final_4_high.jpg,26.219652677779052,0.6904135148164173
final_50_high.jpg,27.472134991658606,0.8176266021735632
final_5_high.jpg,23.15333468465696,0.6166347093398143
final_6_high.jpg,22.2705657727203,0.6006513937678108
final_7_high.jpg,24.90182387679894,0.6577084488809258
final_8_high.jpg,25.18869433639214,0.46799773636189074
final_9_high.jpg,23.952732464441585,0.6855327294545357
preliminary_10_high.jpg,23.554397823781997,0.6008744956752959
preliminary_11_high.jpg,22.88582101932489,0.6081230919982769
preliminary_12_high.jpg,22.981935591463877,0.5859924644238305
preliminary_13_high.jpg,27.774473934185536,0.788833609674305
preliminary_14_high.jpg,22.839205908634224,0.6792890026855721
preliminary_15_high.jpg,24.271259603547684,0.7242688299835435
